,시군구명,연면적_합계,주거용,상업용,공업용,교육및사회용,기타,주민등록인구,재고지표_주거용,재고지표_상업용,재고지표_공업용,재고지표_교육및사회용,재고지수_주거용,재고지수_상업용,재고지수_공업용,재고지수_교육및사회용
42810,강원도 인제군,3307857,1093661,622037,51240,321413,1219506,32206,33.958299695708874,19.314320312985156,1.5910078867291808,9.97991057566913,91.6688575103821,113.3417106772465,18.626136297058,145.03843332963754
42820,강원도 고성군,3444126,1085719,1027089,109902,377918,843498,27274,39.80783896751485,37.65817261861113,4.029551954242136,13.856346703820488,107.45941789807799,220.9884498344402,47.17448891475306,201.3748322048131
42830,강원도 양양군,3194606,1329401,995574,91814,286016,491801,27866,47.70691882580923,35.727194430488765,3.2948395894638627,10.263977607119788,128.78261819024743,209.6569420425197,38.57311568483939,149.16679068212233
43111,충청북도 청주시 상당구,13128101,7721012,3016179,215086,1137351,1038473,196425,39.30768486699758,15.355372279495992,1.0950031818760342,5.790255822833142,106.10927506453251,90.10952153848042,12.81934469430253,84.15001584973851
43112,충청북도 청주시 서원구,13973173,8056965,2829899,649745,1817115,619449,191273,42.12285581341852,14.795078238956883,3.39695095491784,9.500112404782692,113.70869867134634,86.8215629664009,39.768546723421174,138.06550762131988
43113,충청북도 청주시 흥덕구,24708120,10856258,4770930,5943674,1859463,1277795,268051,40.5007181469198,17.798590566720513,22.173668443691685,6.936974680191456,109.32981315749697,104.44699423979962,259.5900209439233,100.81532615284718
43114,충청북도 청주시 청원구,16875147,7662033,3318788,2471288,1496457,1926581,193824,39.53087852897474,17.122688624731715,12.750165098233449,7.720700222882615,106.71177601953734,100.48061690351926,149.267841417126,112.2052403219653
43130,충청북도 충주시,20253129,9048919,3741474,3109945,1880482,2472309,208277,43.44655914959405,17.963932647387853,14.931773551568345,9.028754975345333,117.28197453018522,105.41726676122882,174.80821537603052,131.21525154081425
43150,충청북도 제천시,11163726,5580831,2293256,1080775,1045155,1163709,130988,42.60566616789324,17.50737472134852,8.250946651601673,7.979013344733869,115.01202286559251,102.73806006267552,96.5949057791483,115.95931509224768
43720,충청북도 보은군,4862851,1463096,578859,600674,351835,1868387,31455,46.51394054999205,18.40276585598474,19.096296296296295,11.185344142425688,125.56222857831743,107.9924599732269,223.56282489274912,162.55704681617232
43730,충청북도 옥천군,5318236,1991681,728860,763996,397388,1436311,49520,40.21972940226171,14.718497576736672,15.428029079159936,8.024798061389337,108.57129705313093,86.37216670910679,180.61794339321335,116.62470618205762
43740,충청북도 영동군,4560439,1921730,603576,390217,387958,1256958,44956,42.746908087908174,13.425927573627547,8.679975976510367,8.629726844025269,115.39329888813666,78.78701263956454,101.61760789636563,125.4161599976283
43745,충청북도 증평군,3520338,1557563,535326,690634,265252,471563,37262,41.80030594171005,14.366539638237347,18.534539208845473,7.1185658311416455,112.83799022909263,84.30678132719763,216.9862615934885,103.45439749929312
43750,충청북도 진천군,11898205,3855207,1244132,4158951,902797,1737118,86147,44.75149453840528,14.441965477613847,48.277374719955425,10.479726513981914,120.8045871842077,84.74940076840325,565.1895060348598,152.30227804011068
43760,충청북도 괴산군,4765202,1752090,561406,700771,463230,1287705,37055,47.2834975037107,15.150613952233167,18.91164485224666,12.501146943732289,127.63961193875326,88.90794370859544,221.4010864167773,181.67966073392904
43770,충청북도 음성군,17295565,4170402,1928219,7330177,976685,2890082,92058,45.301896630385194,20.945697277803124,79.62563818462274,10.609452736318408,122.29037214385627,122.91507660240468,932.187704371489,154.18759433696493
43800,충청북도 단양군,3267221,1304374,606111,677015,337127,342594,27767,46.97569056794036,21.828465444592503,24.382000216083842,12.14128281773328,126.80870136935853,128.095401487462,285.4432482753486,176.44974122205645
44131,충청남도 천안시 동남구,23565679,10287019,4475332,2904814,3152346,2746168,255647,40.239153989681085,17.50590462630111,11.36259764440811,12.330854655051692,108.62373282736877,102.72943314312404,133.02340873273178,179.20479619771083
44133,충청남도 천안시 서북구,34271882,14797593,7478702,6718042,2387715,2889830,401912,36.817992495869746,18.607809669778458,16.71520631381994,5.940890045582117,99.3884657996787,109.19571311610568,195.6870947225232,86.33918893978638
44150,충청남도 공주시,11270315,4309282,1885435,1024765,1461659,2589174,102571,42.01267414766357,18.381755076971075,9.99078686958302,14.250216922911934,113.41126836685957,107.86916297921003,116.96344153910955,207.09896360650094
44180,충청남도 보령시,9476899,3557112,2042346,754473,736264,2386704,97157,36.61199913541999,21.021089576664576,7.765503257613965,7.57808495527857,98.83239626214707,123.35749921870054,90.91175681656834,110.13260702276455
44200,충청남도 아산시,35260514,14326260,5167415,10252477,2289882,3224480,334539,42.82388600432237,15.44637545996132,30.6465823117783,6.844888039959467,115.60109720885501,90.64355307486723,358.783525801186,99.4770273846799
44210,충청남도 서산시,16864752,7661792,2720188,3323079,1106486,2053207,176413,43.43099431447796,15.419430540833158,18.836928117542357,6.27213413977428,117.23995797855527,90.48543292471145,220.52636788402728,91.15317240256957
44230,충청남도 논산시,11380134,4144538,1763066,1491085,1207007,2774438,112617,36.802063631600916,15.655416144986992,13.240318957173429,10.717804594333005,99.34546656820817,91.87026095057871,155.0061364056656,155.7622761555682
44250,충청남도 계룡시,2740544,1638435,434119,136654,218748,312588,44475,36.83946037099494,9.760966835300732,3.072602585722316,4.918448566610455,99.4464173344592,57.280021302798,35.97135817221655,71.48000666987464
44270,충청남도 당진시,20677535,7924547,2787632,5271235,1196752,3497369,168253,47.098993777228344,16.568096854142272,31.329218498332867,7.112812252976172,127.14155267298905,97.22612081007557,366.77523643827703,103.37078052128189
44710,충청남도 금산군,5635299,1989870,895124,1329543,520052,900710,50092,39.72430727461471,17.869599936117545,26.54202267827198,10.381937235486705,107.23392796122371,104.86369662803541,310.7309122278727,150.88110260553722
44760,충청남도 부여군,7023997,2565248,944365,598545,571514,2344325,62343,41.14733009319411,15.147891503456684,9.600837303305905,9.16725213736907,111.0753121635918,88.89196763506256,112.39825123990362,133.22803624947653
44770,충청남도 서천군,5119589,1748921,855071,696939,495932,1322726,49964,35.00362260827796,17.113741894163798,13.948823152669922,9.925786566327757,94.49065830674947,100.42811504318436,163.3006871884936,144.25184697088503
44790,충청남도 청양군,3576708,1262781,457881,287528,256368,1312150,30266,41.72275821053327,15.12856010044274,9.500033040375339,8.470494944822573,112.62865371980925,88.77852567842697,111.21812262059854,123.10203653716701
44800,충청남도 홍성군,11098967,3879464,1747700,786564,889010,3796229,98068,39.55891830158665,17.821307664069828,8.020597952441163,9.065240445405228,106.78746808725619,104.58030437618902,93.89818359304138,131.74549631371673
44810,충청남도 예산군,10449072,3415304,1551101,1756087,669159,3057421,77385,44.13392776377851,20.04394908574013,22.69286037345739,8.64714091878271,119.13749427397104,117.62337174133224,265.6682684050528,125.66923943171282
44825,충청남도 태안군,5519027,2681304,1383438,145166,477509,831610,61335,43.71572511616532,22.55544142822206,2.3667726420477706,7.785261270074183,118.00857559258718,132.36149525988702,27.708115203349543,113.14350856272637
45111,전라북도 전주시 완산구,22919011,13589463,5877401,99503,2618410,734234,332573,40.861594296590525,17.672514004444135,0.2991914557104756,7.873188743523978,110.3039816123222,103.70714251252429,3.502673292484503,114.4213619962915
45113,전라북도 전주시 덕진구,24159329,12758649,5594420,1581279,2806443,1418538,318922,40.00554681081895,17.54165595349333,4.958199810611999,8.799778629257311,107.99312106575509,102.93923170280847,58.04629017293257,127.88752928775942
45130,전라북도 군산시,25637404,11223303,4550625,5361930,2148801,2352745,262467,42.76081564539542,17.33789390666255,20.428968213146796,8.186937786464584,115.43084169555162,101.7435003188068,239.16458838466338,118.98108919041293
45140,전라북도 익산시,25501240,11019639,4296891,3814409,2747893,3622408,273697,40.26218409408945,15.699445006704494,13.936612385228921,10.03990909655568,108.6859015277565,92.12863434531208,163.15773414561755,145.91039419596999
45180,전라북도 정읍시,12624480,3660977,1606076,1256601,1011094,5089732,105081,34.839571378270094,15.284171258362596,11.958403517286664,9.62204394705037,94.04780960811765,89.69169448547248,139.9985855922495,139.83754352583847
45190,전라북도 남원시,8893198,3070643,1443736,503012,804385,3071422,77948,39.393480268897214,18.52178375327141,6.453173910812336,10.319507877046236,106.34087577900459,108.6908895250352,75.54814643849045,149.97381428132564
45210,전라북도 김제시,9532216,2875076,1382174,1597878,735468,2941620,81455,35.29649499723774,16.968559327235898,19.616696335399915,9.029132649929409,95.28125375860807,99.57614405847104,229.6552158470551,131.2207403004146
45710,전라북도 완주군,11348531,3783960,1483119,2775495,1228805,2077152,92422,40.942199909112546,16.047250654606046,30.03067451472593,13.29558979463764,110.52157273069471,94.16965295106995,351.57301310039577,193.22532996529057
45720,전라북도 진안군,2995525,953718,387360,138199,236869,1279379,24550,38.847983706720974,15.778411405295316,5.62928716904277,9.648431771894094,104.86833306989907,92.59203075570959,65.90279717684275,140.22103882324538
45730,전라북도 무주군,2716416,944442,733267,81414,338845,618448,23489,40.207841968581036,31.217463493550174,3.4660479373323683,14.425688620205202,108.53920747638526,183.19260828374496,40.5774740850663,209.64910069201306
45740,전라북도 장수군,2907331,799662,304443,107699,231172,1464355,21336,37.47947131608549,14.268982002249718,5.047759655043119,10.834833145856768,101.1740972435332,83.73428645431143,59.09477892212839,157.46305670256277
45750,전라북도 임실군,2923343,728967,377601,272182,249333,1295260,26508,27.49988682661838,14.24479402444545,10.267919118756602,9.405952919873245,74.23467104212712,83.5923447893844,120.20786483108286,136.69708411984215
45770,전라북도 순창군,3445022,942325,373103,263999,253523,1612072,26727,35.25741759269653,13.959778501141168,9.877614397425823,9.485651214128035,95.17576611461934,81.91979579685477,115.63851668546314,137.85534256816337
45790,전라북도 고창군,5578644,1461153,843105,297596,540209,2436581,52338,27.917631548779088,16.108850166227214,5.686040735221063,10.321544575642937,75.36235357495733,94.5311357219305,66.56721855891031,150.0034137022213
45800,전라북도 부안군,5952572,2041147,1043560,296418,453894,2117553,50094,40.74633688665309,20.832035772747236,5.917235597077494,9.060845610252725,109.992849571459,122.24807982424089,69.2738468817719,131.68162600141002
46110,전라남도 목포시,15901572,8900829,3926430,554817,1863603,655893,216939,41.02917870922241,18.099235268900475,2.557479291413715,8.590447084203394,110.7563679738353,106.21125952581222,29.94074275565405,124.84530570159697
46130,전라남도 여수시,23872488,10942496,5806507,3364334,2131330,1627821,274765,39.82492675559114,21.132629701745127,12.244405219005332,7.756919549433152,107.50554559070011,124.01204715934355,143.34684471895562,112.73161722076756
46150,전라남도 순천시,20602678,10875849,4169486,1445073,2152102,1960168,278737,39.01831834309762,14.95849492532387,5.184360167469694,7.720905369577774,105.32814353305564,87.78053674781783,60.69397889085766,112.20822172696319
46170,전라남도 나주시,14934385,5345653,2865140,1414299,1306924,4002369,116456,45.902770144947446,24.602768427560623,12.144492340454764,11.22247028920794,123.91240237156904,144.3757696770271,142.17715165254342,163.0966025691058
46230,전라남도 광양시,16925542,6155858,2393115,5730659,1054650,1591260,152168,40.4543530834341,15.72679538404921,37.66007964880921,6.930826454970822,109.20465281565961,92.28913383510434,440.8914514803926,100.72597375364506
46710,전라남도 담양군,5194085,1922159,796127,648380,411559,1415860,45792,41.97586914744934,17.385722396925228,14.15924178895877,8.98757424877708,113.31191497312254,102.02417097237554,165.76408553594902,130.6167704202121
46720,전라남도 곡성군,3354990,1018161,421682,422690,314218,1178239,27060,37.626053215077604,15.583222468588323,15.620473022912048,11.61189948263119,101.56978829204608,91.44660872515695,182.8709096768936,168.75619236990374
46730,전라남도 구례군,2360888,975255,555983,99754,234628,495268,24655,39.55607381869803,22.55051713648347,4.045994727235855,9.516446968160617,106.77978953741878,132.33259817003443,47.366986597157535,138.3028984740229
46770,전라남도 고흥군,6317611,2339162,987855,291561,585722,2113311,61880,37.80158371040724,15.964043309631545,4.711716224951519,9.465449256625726,102.0436247358399,93.68136950813765,55.160674771655074,137.56174672438195
46780,전라남도 보성군,4653106,1831082,665435,166170,394268,1596151,38471,47.59642327987315,17.297054924488577,4.319357438070234,10.248446882067011,128.48434058074668,101.50384600910769,50.567279413431365,148.94108204344775
46790,전라남도 화순군,5943985,2611234,960797,452143,571066,1348745,62024,42.10038049787179,15.490729395072876,7.289807171417515,9.207177866632271,113.6480275977998,90.90383408912749,85.34272085428445,133.80827844483204
46800,전라남도 장흥군,5002302,1481233,559414,244418,319291,2397946,35650,41.54931276297335,15.691837307152875,6.856044880785414,8.956269284712482,112.16044576591679,92.08399028497104,80.2646092916528,130.16181414490848
46810,전라남도 강진군,4208095,1415486,568404,200637,341107,1682461,33177,42.66467733670917,17.13247129035175,6.047472646713084,10.28142990626036,115.17132078316146,100.53802425922169,70.79854896381265,149.42042563267188
46820,전라남도 해남군,7087912,2608379,1009676,282257,541604,2645996,65831,39.622351171940274,15.337394236757758,4.287600066837812,8.227187799061232,106.95870218336896,90.00402146984948,50.19549173723862,119.56604420822126
46830,전라남도 영암군,8995840,2245637,883732,2581251,648229,2636991,52395,42.85975761045901,16.866723924038553,49.26521614657887,12.37196297356618,115.6979309485026,98.97854607837883,576.7542941202256,179.80222500921676
46840,전라남도 무안군,9430266,3493026,1817001,440272,917916,2762051,90608,38.550966802048386,20.0534279533816,4.859085290482077,10.130628642062511,104.06654968979518,117.67899632746095,56.88594359240573,147.2288249226707
46860,전라남도 함평군,4433865,836435,447043,454281,345501,2350605,30784,27.171095374220375,14.521926975051976,14.757049116424117,11.22339527027027,73.34711374183294,85.21863669082185,172.76269368467462,163.1100453553034
46870,전라남도 영광군,4890692,1631448,744318,341646,450590,1722690,52197,31.255589401689754,14.259785045117535,6.545318696476809,8.632488457191027,84.37301622697446,83.6803161961043,76.6268974309686,125.45629463049772
46880,전라남도 장성군,4706572,1600412,573001,821202,290223,1421734,43146,37.092940249385805,13.280512677884392,19.03309692671395,6.726533166458073,100.130674528199,77.93367828586211,222.8229416517245,97.75697134816389
46890,전라남도 완도군,4397569,1794579,822385,234644,363961,1182000,47597,37.70361577410341,17.27808475324075,4.92980650040969,7.646721432023027,101.77916482842124,101.39252385920925,57.71388599683506,111.13010364167735
46900,전라남도 진도군,2625310,1199546,518210,101482,225307,580765,29507,40.65292981326465,17.562273358863997,3.4392517029857324,7.6357135594943575,109.74070150227905,103.06022027276953,40.26376708376763,110.9701257968114
46910,전라남도 신안군,3474602,1434832,527338,153376,302362,1056694,37858,37.900364520048605,13.929367636959164,4.051349780759681,7.9867399228696705,102.31027895719123,81.74133653379468,47.429678905375994,116.07160575650953
47111,경상북도 포항시 남구,24024517,8940577,3535229,7766081,2018969,1763661,227486,39.30165812401642,15.540424465681404,34.138720624565906,8.875135173153513,106.09300615093724,91.1954583463482,399.6664433056873,128.98268890717398
47113,경상북도 포항시 북구,20129780,11579542,3964916,1185714,1847056,1552552,269164,43.02039648690018,14.730484017179117,4.405173054346049,6.862195538779331,116.1315681566981,86.4425064178132,51.57193399654307,99.72855794646746
47130,경상북도 경주시,26849822,10423459,4871188,5510612,2323927,3720636,249607,41.75948190555553,19.515430256363004,22.077153284963963,9.310343860548782,112.7277876339456,114.52187879330103,258.4601054254714,135.3075938963177
47150,경상북도 김천시,14810671,5933426,2234692,2307781,1152047,3182725,139324,42.58724986362723,16.03953374867216,16.56413109012087,8.268833797479257,114.9623089050363,94.12436803782896,193.91843742597618,120.17128714293501
47170,경상북도 안동시,14538999,6677307,2801336,517248,1648179,2894929,154610,43.188066748593236,18.11872453269517,3.3455015846323004,10.660235431084665,116.58418626377637,106.32562785265651,39.16622225266927,154.9256212394416
47190,경상북도 구미시,39128572,16647588,6214278,10639421,2796704,2830581,408110,40.791913944769796,15.226968219352626,26.069983582857564,6.852819092891623,110.11588272929318,89.35601141755896,305.2046891323957,99.59228968920783
47210,경상북도 영주시,9685819,3961955,1603307,776095,893495,2450967,100749,39.32500570725268,15.913875075683134,7.703252637743303,8.868524749625307,106.15603187071929,93.38696859911127,90.18298071183703,128.88661936177004
47230,경상북도 영천시,10879751,3806155,1415506,2477470,789237,2391383,101088,37.65189735675847,14.002710509654953,24.508052389996834,7.807425213675214,101.63955335574038,82.17173255719166,286.91895747291306,113.46561802772872
47250,경상북도 상주시,10878412,4114349,1537794,445341,762688,4018240,94823,43.38977885112262,16.217521065564263,4.696550414983706,8.043280638663616,117.1286987438056,95.1688462616804,54.98312666150932,116.8933142052889
47280,경상북도 문경시,7043198,2922920,1221707,608556,587747,1702268,70373,41.534679493555764,17.360450741051256,8.647577906299292,8.351882113878903,112.12094393275167,101.87586998833953,101.23831947388413,121.37823159498598
47290,경상북도 경산시,23941850,11075594,3424455,4434896,2787467,2219438,267725,41.369293117938184,12.790942198151088,16.565117191147632,10.411679895415071,111.67449107037343,75.06074489908653,193.92998183897396,151.31335385331727
47720,경상북도 군위군,2789877,901554,388433,284534,193561,1021795,23340,38.62699228791774,16.6423736075407,12.190831191088261,8.293101970865466,104.27177696836225,97.6619971006883,142.71964660492415,120.52397746225401
47730,경상북도 의성군,5832683,2136727,609822,315968,385888,2384278,50186,42.57615669708684,12.151237396883593,6.295939106523732,7.689156338421074,114.93236341565543,71.30678227813114,73.7073781307094,111.746811807126
47750,경상북도 청송군,2181440,840868,413487,23924,192246,710915,24295,34.61074295122453,17.019427865816013,0.9847293681827537,7.912986211154559,93.43009786574159,99.87465454648681,11.528354812366734,114.99974016029016
47760,경상북도 영양군,1441572,647259,205419,45949,126148,416797,16022,40.398140057421045,12.82105854450131,2.867869179877668,7.87342404194233,109.0529083550125,75.23747585101073,33.57451755713768,114.42478159746967
47770,경상북도 영덕군,3119949,1327454,714981,141064,297906,638544,34650,38.31036075036075,20.634372294372294,4.071111111111111,8.597575757575758,103.4170447950882,121.0881365068274,47.66102737046351,124.9489069923908
47820,경상북도 청도군,4178928,1671836,597215,280739,358744,1270394,41614,40.174845004085164,14.351300043254675,6.7462632767818524,8.620752631325995,108.45013369872999,84.21735121848171,78.9793817725839,125.28573741113311
47830,경상북도 고령군,4351402,1168901,579962,1458420,214365,929754,30353,38.51022963133792,19.107238164267123,48.0486278127368,7.062399103877706,103.95658158389188,112.12649602790457,562.5115362353866,102.63812424054515
47840,경상북도 성주군,5959898,1635631,754634,1933441,268119,1368073,42566,38.425762345534,17.72856270262651,45.42219142038247,6.298900530940187,103.72856605731864,104.03605159295162,531.7635037286991,91.54216941924183
47850,경상북도 칠곡군,12903225,4619835,2337127,3247121,869969,1829173,112487,41.069945860410535,20.77686310418093,28.866633477646307,7.733951478837555,110.86641701064974,121.92431152504115,337.94543325439815,112.39782134649275
47900,경상북도 예천군,6679770,2768861,811804,179156,402786,2517163,55755,49.66121424087526,14.560200878844947,3.213272352255403,7.224213075060533,134.05814816501584,85.44323841948196,37.61819742812189,104.98977305475617
47920,경상북도 봉화군,3302544,1253784,406289,220253,233765,1188453,30139,41.60005308736189,13.480506984306048,7.307906698961478,7.756229470121769,112.29741692195473,79.10729953932659,85.55461437772843,112.72158827096513
47930,경상북도 울진군,3945637,1986269,870718,94739,376043,617868,47030,42.23408462683393,18.514097384648096,2.014437593025728,7.995811184350415,114.00895570245191,108.64578381307925,23.58328295075351,116.20343875676689
47940,경상북도 울릉군,658619,242092,218298,22387,95582,80260,8996,26.911071587372167,24.266118274788795,2.4885504668741665,10.624944419742107,72.64519157024345,142.4002145657627,29.133784040126216,154.41273558210696
48121,경상남도 창원시 의창구,16146348,8379990,3389977,1994050,1554858,827473,215823,38.82806744415563,15.707209148237213,9.239284042942597,7.204320206836157,104.81457004137285,92.17419644995766,108.16550018797939,104.70066921762053
48123,경상남도 창원시 성산구,24516723,9209774,4784569,8315573,1872270,334537,248512,37.0596751867113,19.252869076744783,33.46145457764615,7.533921903167654,100.04087703192542,112.98109802684777,391.7376015918786,109.49078364762946
48125,경상남도 창원시 마산합포구,12922662,6929401,3377304,792462,1132922,690573,179496,38.60476556580648,18.815483353389492,4.41492846637251,6.311683825823416,104.21177696128305,110.41439905388084,51.68614187417489,91.72794954708932
48127,경상남도 창원시 마산회원구,12232546,6526418,2706005,1397248,1309890,292985,183662,35.53493918175779,14.733613921224858,7.607714170595986,7.132068691400508,95.92492279300647,86.46087355023366,89.06449944877033,103.65063509907573
48129,경상남도 창원시 진해구,13983860,7604414,2405250,827432,759028,2387736,193994,39.199222656370814,12.398579337505284,4.26524531686547,3.9126364732929884,105.81648634954092,72.75825239035893,49.9337817712827,56.86249991641482
48170,경상남도 진주시,26339429,13955811,5708836,1851866,2803487,2019429,343782,40.5949438888598,16.60597704359158,5.38674508845722,8.154839404040933,109.58417118452151,97.44841211535521,63.06332548821029,118.51460213485834
48220,경상남도 통영시,9259597,5195391,2136473,614436,740568,572729,122681,42.34878261507487,17.41486456745543,5.008403909325812,6.036533774586122,114.31857761035073,102.19518519432158,58.63403608740245,87.72918301912863
48240,경상남도 사천시,10111911,4495768,1862494,1661705,747938,1344006,109369,41.10641955215829,17.029450758441605,15.193564904131884,6.838665435361025,110.96487605252354,99.93347161991782,177.87304079576123,99.38659402705161
48250,경상남도 김해시,43878674,20741063,7995831,9423049,2951030,2767701,535129,38.75899642889845,14.941875697261782,17.608929809447815,5.514614233203583,104.62811603418038,87.68301057510412,206.15003194634193,80.14410577496996
48270,경상남도 밀양시,10565769,4669324,1669936,1570062,764803,1891644,102945,45.35746272281315,16.2216329107776,15.251464374180388,7.429238913983195,122.44037023724816,95.19297569326109,178.5508774235029,107.96942164418691
48310,경상남도 거제시,17761015,10618419,3627042,1551469,1306297,657788,236662,44.867443865090294,15.325831776964616,6.555632082886142,5.5196736273673,121.11758702229018,89.93616979547755,76.74763758728508,80.21763414955197
48330,경상남도 양산시,28553965,14045748,5270639,5369922,2121717,1745939,353792,39.70058113241679,14.897564105463097,15.178189444645442,5.997074552279305,107.16988033905473,87.42297804297725,177.6930382914285,87.15572058773778
48720,경상남도 의령군,3218758,1212800,400813,384121,247254,973770,26061,46.53697095276467,15.379801235562718,14.739303940754384,9.48751007252216,125.62439808412566,90.25287732971687,172.5549486047183,137.88235743039297
48730,경상남도 함안군,8789021,2645343,924034,3722828,383243,1113573,61456,43.044503384535275,15.035700338453529,60.57712835199167,6.236055063785472,116.19664361053796,88.23359921420844,709.1843218251965,90.62883377070293
48740,경상남도 창녕군,7358508,2325234,1128359,1446126,573568,1885221,58372,39.83474953744946,19.330483793599672,24.77430960049339,9.826080997738641,107.53206173545983,113.43656239937083,290.03606527240913,142.8028220169278
48820,경상남도 고성군,5245843,2121219,801084,642224,368067,1313249,50448,42.04763320647003,15.879400570884872,12.730415477323184,7.295968125594672,113.50563872724697,93.18466278222168,149.03663003598945,106.03259202934028
48840,경상남도 남해군,4350835,2011407,809931,69607,360023,1099867,41579,48.37555015753145,19.479328507179105,1.6740902859616633,8.658770052189807,130.58755750769996,114.31002386159044,19.59879275269141,125.83824608538552
48850,경상남도 하동군,4272583,1828026,749101,218051,342087,1135318,42465,43.047827622748144,17.640433298010127,5.134840456846815,8.055740021193925,116.20561723765701,103.5188841587203,60.11424519679734,117.0743869021582
48860,경상남도 산청군,3611220,1486588,569351,271446,297359,986476,34028,43.68719877747737,16.731838485952746,7.977136475843423,8.738656400611262,117.93157006227761,98.18700146017049,93.38937443280201,126.99923753231505
48870,경상남도 함양군,3788858,1676436,584963,263393,256631,1007435,37708,44.45836427283335,15.512968070435981,6.985069481277183,6.805744139174711,120.01329560637615,91.03433671453729,81.77511707384471,98.90814753338411
48880,경상남도 거창군,5653034,2382461,846779,414283,480779,1528732,60387,39.45321012800768,14.022537963468958,6.860466656730753,7.961630814579297,106.50211376774304,82.28808547550494,80.31637559785399,115.70669409711864
48890,경상남도 합천군,5111426,1923900,660541,254796,350320,1921869,42142,45.652792938161454,15.674173034027811,6.046129751791562,8.312847040956765,123.23760047762721,91.98033150219116,70.78282751827517,120.81093334330247
50110,제주특별자치도 제주시,37612856,17573991,11180426,607050,3687448,4563941,493389,35.61893556605437,22.660468717381214,1.2303679247003885,7.47371343909167,96.15166714276681,132.9778240992244,14.40407734754286,108.615771668659
50130,제주특별자치도 서귀포시,17400748,7308350,5668984,226015,1750303,2447096,184770,39.55376955133409,30.681301077014666,1.2232234670130433,9.472874384369756,106.7735692743743,180.04626067708728,14.320436252006477,137.66965639823135
